"","participant.label",".Rsq","flying","diet","electricity","commute","regional","recycling","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"130","60aa9b9abb58b220b9e3e9d7",0.762309542902967,0.455,0.228,0.028,0.057,0.113,0.118,"Male",47,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,3.2,"right-leaning",6,6,7,5,4,6,4,3,6,6,7,7,6,5.58333333333333,6.5,4.5,5,4.5,6.5,6.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"131","60afd4165298851467d2a22a",0.858439201451906,0.033,0.439,0.111,0.046,0.111,0.26,"Female",25,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,18,"right-leaning",6,7,1,6,1,7,1,1,3,1,7,1,1,3.08333333333333,4,3.5,4,2,4,1,1.294697,0,-0.0575,2.282,0.2726,0.1555,0.5463,13.48,0.3509
"132","60be448c7a00c44fbb47500e",0.318620689655172,0.275,0.104,0.124,0.295,0.124,0.079,"Female",32,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.25,3,"left-leaning",5,3,3,6,1,7,1,1,7,6,6,7,4,4.33333333333333,3,3.5,4,4,6,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"133","60c9ab402f1c532d26288def",0.713294296248102,0.206,0.206,0.317,0.032,0.143,0.096,"Male",39,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,4,"right-leaning",6,6,1,4,4,6,1,5,6,6,7,7,5,4.83333333333333,3.5,4,3.5,5.5,6.5,6,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0.9,0
"134","60e0ac8e365f0b68f81e4ba2",0.576059381753265,0.359,0.149,0.2,0.08,0.01,0.202,"Female",61,"18.000£ to 23.000£","Further education",5.25,5.9,"left-leaning",5,7,4,5,1,7,7,2,4,3,7,2,1,4.16666666666667,5.5,3,7,3,5,1.5,1.294697,-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,2.07,0.1142
"135","60ea0498cfbeface04b33ed0",0.892984542211653,0.31,0.218,0.078,0.078,0.2,0.115,"Female",55,"23.001£ to 30.500£","Further education",3.75,3.6,"right-leaning",7,5,5,5,5,6,2,2,5,2,6,5,3,4.25,5,5,4,3.5,4,4,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"136","60fbdcf31484efee3cf8d03b",0.802491424444846,0.262,0.218,0.003,0.091,0.047,0.378,"Female",22,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3.75,3.4,"left-leaning",3,7,4,4,1,6,1,1,5,3,4,4,1,3.41666666666667,5.5,2.5,3.5,3,3.5,2.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.5463,0,0.3509
"137","61037333eaacd23a3460ffc2",0.851492094328423,0.271,0.231,0.12,0.042,0.159,0.178,"Male",43,"< 18.000£","Further education",6,2,"left-leaning",3,6,7,6,5,7,1,1,6,4,7,6,2,4.83333333333333,6.5,5.5,4,3.5,5.5,4,0.1031,-0.33,-0.0575,2.282,0,0,0,0,0
"138","610d5b907f2c451c9972a3eb",0.666365769994584,0.088,0.258,0.167,0.088,0.082,0.317,"Male",41,"30.501£ to 45.000£","Compulsory education",3,3.5,"right-leaning",7,5,1,1,1,5,1,1,1,1,6,1,1,2.08333333333333,3,1,3,1,3.5,1,0.1031,-0.11,-0.0575,2.282,0.2726,0.1555,0,0.9,0.07775
"139","6111b4dd6f6ac03b5e1a44ba",0.83433908045977,0.285,0.062,0.161,0.071,0.205,0.215,"Male",38,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.75,5.8,"right-leaning",6,7,3,5,3,7,1,2,7,5,7,7,3,4.75,5,4,4,4.5,6,5,0.6988837,-0.44,-0.0575,2.282,3.27168,0,0,0,0
"140","611e1cf011c9f05d6990d4ae",0.883359456635319,0.282,0.197,0.228,0.027,0.143,0.123,"Female",30,"< 18.000£","Further education",5.75,1.1,"left-leaning",3,7,4,7,2,7,2,2,7,5,7,7,2,4.91666666666667,5.5,4.5,4.5,4.5,6,4.5,0.1031,-0.22,-0.0575,1.053,0.2726,0,0,0,0
"141","61289487d8a63660ac5b1b9e",0.616484440706476,0.053,0.359,0.246,0.053,0.165,0.124,"Male",32,"23.001£ to 30.500£","Further education",3.75,4.2,"right-leaning",6,7,5,6,1,7,1,2,6,2,7,7,2,4.41666666666667,6,3.5,4,4,4.5,4.5,0.6988837,0,-0.0575,2.282,1.0872,0.1555,0.0729,0.36,0.1142
"142","612dcfb8c22343ecae65b26b",0.921280911484183,0.193,0.193,0.189,0.062,0.253,0.11,"Male",49,"30.501£ to 45.000£","Further education",5.25,4,"left-leaning",5,7,2,6,2,7,1,1,2,5,7,7,6,4.41666666666667,4.5,4,4,1.5,6,6.5,0.6988837,-0.33,-0.0575,1.234,2.0414,0.1555,0.2909,0,0.2232
"143","613a39b4ebe56cbaf3dbfdc7",0.804620552546788,0.004,0.315,0.141,0.141,0.186,0.214,"Female",34,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4,"left-leaning",1,7,5,6,5,7,6,7,7,5,7,7,7,6.33333333333333,6,5.5,6.5,7,6,7,0.6988837,0,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"144","6147568a852e8ede83722b7e",0.664777639035635,0.439,0.115,0.079,0.079,0.144,0.143,"Male",30,"30.501£ to 45.000£","Compulsory education",3.75,7.1,"left-leaning",5,3,3,4,3,3,4,3,3,4,3,3,4,3.33333333333333,3,3.5,3.5,3,3.5,3.5,1.294697,-0.11,-0.0575,2.282,1.0872,1.11645,0.5463,0.9,0.831375
"145","6149a0903f726fd4d9b1df7f",0.941550893894946,0.199,0.05,0.136,0.099,0.173,0.344,"Male",62,"> 45.001£","Compulsory education",4,7.9,"left-leaning",5,5,2,4,2,6,2,2,5,5,7,5,3,4,3.5,3,4,3.5,6,4,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,3.59,0
"146","615f09d51152027754156b2b",0.775679039461161,0.186,0.41,0.017,0.263,0.039,0.085,"Male",53,"< 18.000£","Higher education (Bachelor, Master, PhD)",4,3,"left-leaning",5,6,1,5,5,2,1,1,6,2,6,6,3,3.66666666666667,3.5,5,1.5,3.5,4,4.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0.36,0
"147","61605d5958194ce00c7b9c91",0.813218390804598,0.434,0.018,0.041,0.018,0.16,0.328,"Female",38,"18.000£ to 23.000£","Further education",4.75,3.8,"left-leaning",5,7,2,5,2,6,2,2,6,2,6,6,3,4.08333333333333,4.5,3.5,4,4,4,4.5,1.294697,0,-0.0575,2.282,0.2726,0,0,0.36,0
"148","61f2ae2da09e72f23cbafa4f",0.867963454170351,0.222,0.251,0.072,0.072,0.043,0.34,"Male",25,"< 18.000£","Higher education (Bachelor, Master, PhD)",4,4.7,"left-leaning",5,5,4,4,3,4,5,6,5,4,5,6,5,4.66666666666667,4.5,3.5,4.5,5.5,4.5,5.5,1.294697,0,-0.0575,3.16,0.2726,0,0,0,0
"149","61fa9016d42cb19beec49061",0.711942150990233,0.227,0.312,0.159,0.116,0.116,0.071,"Male",50,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,6.5,"left-leaning",5,7,5,7,2,5,4,3,3,5,6,3,4,4.5,6,4.5,4.5,3,5.5,3.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,3.59,0.1142
"150","61fa9090d42cb19beec49175",0.405890804597701,0.224,0.027,0.278,0.14,0.111,0.219,"Female",29,"23.001£ to 30.500£","Further education",5.5,3.3,"left-leaning",4,6,5,5,5,4,1,1,2,1,5,5,1,3.41666666666667,5.5,5,2.5,1.5,3,3,1.294697,-0.22,-0.0575,2.282,0,0,0,0,0
"151","62029b31ef1cb18a1337c7be",0.652597701149425,0.236,0.115,0.246,0.055,0.065,0.282,"Female",49,"< 18.000£","Further education",5.25,4.3,"left-leaning",5,4,1,4,4,2,1,1,4,2,7,4,1,2.91666666666667,2.5,4,1.5,2.5,4.5,2.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,0,0
"152","6274f9115634950cf5970f1c",0.89474801061008,0.306,0.147,0.139,0.012,0.171,0.224,"Male",43,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,1.5,"left-leaning",1,6,7,5,7,6,3,7,6,5,6,4,5,5.58333333333333,6.5,6,4.5,6.5,5.5,4.5,0.6988837,-0.22,-0.0575,1.053,0,0,0.0729,0,0.03645
"153","6277fb597942c07d74b16b98",0.540045977011494,0.23,0.371,0.123,0.089,0.052,0.136,"Female",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,10.5,"left-leaning",3,7,6,7,5,7,6,7,6,5,7,7,7,6.41666666666667,6.5,6,6.5,6.5,6,7,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,6.74,0.1142
"154","627e76aae54a59191fa81f08",0.657131661442006,0.194,0.237,0.285,0.068,0.024,0.192,"Female",22,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.5,4.8,"left-leaning",2,7,6,5,4,5,6,5,5,6,7,6,6,5.66666666666667,6.5,4.5,5.5,5,6.5,6,1.294697,-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,0.9,0.1142
"155","62a0f6d97132dba61b6ea5b1",0.757081280788177,0.165,0.134,0.208,0.115,0.208,0.171,"Male",31,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.9,"left-leaning",5,7,5,7,5,7,5,4,6,5,6,6,5,5.66666666666667,6,6,6,5,5.5,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0,0,2.07,0
"156","62a133f31c71d01e25386981",0.78945947769755,0.356,0.256,0.057,0.093,0.093,0.145,"Female",47,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,3.8,"right-leaning",6,5,3,5,2,5,3,2,5,4,6,5,4,4.08333333333333,4,3.5,4,3.5,5,4.5,0.6988837,-0.33,-0.0575,2.282,0.2726,0,0,0.9,0
"157","62b0a3fa60084743d22ad31c",0.876256157635468,0.188,0.188,0.057,0.127,0.267,0.174,"Female",33,"18.000£ to 23.000£","Further education",5,8.4,"left-leaning",5,5,4,2,1,7,1,1,1,5,7,3,3,3.33333333333333,4.5,1.5,4,1,6,3,1.294697,-0.22,-0.0575,2.282,4.0896,0,0.0729,0.9,0.03645
"158","62b5d90d09660072824f68cf",0.615486374459829,0.446,0.233,0.02,0.123,0.051,0.127,"Male",37,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,5.3,"left-leaning",3,7,2,6,3,6,3,3,6,3,5,7,5,4.66666666666667,4.5,4.5,4.5,4.5,4,6,0.6988837,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,2.07,0.1142
"159","62b84bc871daedd6295f2a55",0.870711260910898,0.486,0.068,0.111,0.051,0.111,0.173,"Female",55,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,6.3,"left-leaning",5,6,1,4,2,6,1,1,5,1,5,5,1,3.16666666666667,3.5,3,3.5,3,3,3,0.6988837,-0.11,-0.0575,1.431,4.0896,0.1555,0.0729,0,0.1142
"160","62bcbc7df297dff85dfa7857",0.436457174638487,0.157,0.278,0.084,0.205,0.084,0.191,"Male",61,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,7.7,"right-leaning",6,6,2,4,1,6,1,1,6,2,5,6,2,3.5,4,2.5,3.5,3.5,3.5,4,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0.0729,3.59,0.1142
"161","62c7e2035db496124cf69b56",0.471682340647858,0.252,0.252,0.178,0.006,0.117,0.195,"Female",45,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.75,4.6,"left-leaning",4,6,4,2,2,6,2,1,7,7,7,7,4,4.58333333333333,5,2,4,4,7,5.5,0.1031,-0.11,-0.0575,2.282,0.2726,0,0.0729,2.07,0.03645
"162","62d133d8355730e56a6722dc",0.687644298800923,0.434,0.129,0.068,0.054,0.129,0.185,"Male",33,"> 45.001£","Further education",5.5,5.5,"right-leaning",7,4,3,5,4,5,1,2,3,4,5,5,3,3.66666666666667,3.5,4.5,3,2.5,4.5,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"163","62e154b0682e270b4acdf5ee",0.691683569979716,0.201,0.166,0.15,0.115,0.15,0.218,"Male",32,"23.001£ to 30.500£","Further education",2.75,3.3,"left-leaning",5,4,3,5,2,5,3,1,6,2,5,5,2,3.58333333333333,3.5,3.5,4,3.5,3.5,3.5,1.294697,-0.33,-0.0575,2.282,0,0.1555,0,0,0.07775
"164","62e98117d8254c5e98e64592",0.802405773857257,0.019,0.177,0.019,0.256,0.06,0.469,"Female",51,"> 45.001£","Further education",3,10,"right-leaning",6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.294697,-0.22,-0.0575,2.282,0,0,0,6.74,0
"165","62fb794d58e8f2902c9a5f13",0.451508620689655,0.054,0.124,0.143,0.214,0.035,0.43,"Female",26,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,4.8,"left-leaning",3,6,2,4,2,4,4,2,2,2,4,4,5,3.41666666666667,4,3,4,2,3,4.5,1.294697,-0.22,-0.0575,1.431,0.2726,0,0,2.07,0
"166","62fb7bd5e0c65f772ce189c8",0.872233455380076,0.155,0.502,0.044,0.006,0.143,0.151,"Female",47,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,1.5,"left-leaning",4,5,7,5,7,7,5,7,7,7,6,7,7,6.41666666666667,6,6,6,7,6.5,7,0.1031,-0.11,-0.0575,1.053,0.2726,0.1555,0.0729,0,0.1142
"167","62fcedae37fcdac16269c7f0",0.699274047186933,0.353,0.233,0.124,0.184,0.065,0.041,"Male",20,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,3.8,"left-leaning",5,7,1,5,1,6,1,2,5,1,7,7,3,3.83333333333333,4,3,3.5,3.5,4,5,0.6988837,-0.33,-0.0575,2.282,0.2726,0,0,0.9,0
"168","631121b9300114184c43848c",0.740075966336486,0.192,0.147,0.172,0.126,0.263,0.1,"Male",42,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3.5,4,"left-leaning",3,5,2,5,5,6,1,1,7,2,7,7,2,4.16666666666667,3.5,5,3.5,4,4.5,4.5,1.294697,0,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"169","631625a868c124694850420c",0.715392303848076,0.028,0.075,0.247,0.178,0.144,0.327,"Male",22,"< 18.000£","Further education",2.25,3.2,"right-leaning",6,6,3,4,2,5,1,1,5,3,5,4,3,3.5,4.5,3,3,3,4,3.5,1.294697,-0.33,-0.0575,2.282,0,0,0,0,0
"170","6319fb160fc7f174e5861d1d",0.880029769288018,0.353,0.197,0.076,0.154,0.08,0.14,"Female",37,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,7.4,"right-leaning",6,6,2,4,2,6,2,2,5,2,6,6,2,3.75,4,3,4,3.5,4,4,0.6988837,-0.22,0,2.282,1.0872,0,0,3.59,0
"171","634825209775febdbe9c9825",0.632062275740437,0.007,0.131,0.55,0.069,0.054,0.188,"Male",46,"23.001£ to 30.500£","Further education",6,2.5,"left-leaning",3,7,3,4,1,7,1,1,7,1,7,7,1,3.91666666666667,5,2.5,4,4,4,4,0.1031,0,-0.0575,2.282,0,0.1555,0,0,0.07775
"172","637f7c23658dbd7bcdd9e193",0.629591454272863,0.203,0.12,0.296,0.171,0.171,0.04,"Male",19,"< 18.000£","Further education",2.75,7,"right-leaning",8,7,1,6,1,6,2,1,6,2,5,7,2,3.83333333333333,4,3.5,4,3.5,3.5,4.5,1.294697,-0.33,-0.0575,2.282,0,0.1555,0.0729,3.59,0.1142
"173","637f8e8b4aab8c4f8af7e09b",0.828364013481981,0.274,0.158,0.188,0.015,0.015,0.35,"Male",49,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.5,4.9,"left-leaning",5,7,1,4,2,5,2,2,7,4,7,7,2,4.16666666666667,4,3,3.5,4.5,5.5,4.5,0.6988837,-0.11,-0.0575,1.053,3.27168,0,0,0,0
"174","637fa9a2ca0c2fa078910c4b",0.872714649386716,0.369,0.22,0.078,0.128,0.177,0.027,"Male",36,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.8,"right-leaning",7,5,3,4,3,6,3,2,5,5,6,4,2,4,4,3.5,4.5,3.5,5.5,3,1.294697,0,-0.0575,2.282,0.2726,0,0,0.36,0
"175","6380e6f4701835df21c0d764",0.449417135403929,0.033,0.418,0.121,0.264,0.121,0.042,"Male",39,"> 45.001£","Further education",1,5.4,"left-leaning",4,7,1,4,1,7,1,1,1,1,7,7,1,3.25,4,2.5,4,1,4,4,0.1031,-0.22,-0.0575,2.282,3.27168,0,0,0,0
"176","63a445e39a2fcc9bc2558d74",0.821153643361805,0.383,0.199,0.108,0.015,0.169,0.127,"Male",69,"18.000£ to 23.000£","Compulsory education",6,2.6,"left-leaning",5,6,2,6,3,7,3,3,6,6,6,6,4,4.83333333333333,4,4.5,5,4.5,6,5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"177","63c014d48a1fb74f916f4158",0.86863711001642,0.233,0.375,0.123,0.091,0.051,0.127,"Female",59,"< 18.000£","Further education",6,1,"left-leaning",3,7,6,5,5,6,4,6,5,5,5,5,6,5.41666666666667,6.5,5,5,5.5,5,5.5,0.1031,-0.22,-0.0575,1.053,0,0.1555,0,0,0.07775
"178","63ced8d2c8d001d1d5057196",0.713254310344828,0.384,0.283,0.031,0.121,0.02,0.16,"Male",43,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,11,"left-leaning",4,7,5,5,4,6,6,6,6,6,6,6,6,5.75,6,4.5,6,6,6,6,0.6988837,-0.11,-0.0575,1.431,2.0414,0.1555,0.0729,6.74,0.1142
"179","63d141f040c855b7fb494d13",0.649878185907047,0.102,0.079,0.209,0.261,0.131,0.218,"Female",31,"30.501£ to 45.000£","Further education",3.25,6.9,"right-leaning",6,4,1,1,1,5,1,1,5,1,7,7,5,3.25,2.5,1,3,3,4,6,1.294697,-0.44,-0.0575,2.282,0.2726,0,0,3.59,0
"180","63d148b0da246ce02c8bd22b",0.893970806008039,0.165,0.301,0.209,0.039,0.107,0.178,"Female",31,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.1,"left-leaning",2,6,6,6,5,7,4,7,7,3,7,7,4,5.75,6,5.5,5.5,7,5,5.5,1.294697,-0.11,-0.0575,0.955,1.0872,0,0,0.9,0
"181","63d69163ecd60f16ced6c9c4",0.95567421513124,0.203,0.387,0.104,0.135,0.074,0.097,"Male",26,"< 18.000£","Further education",4.25,3.5,"left-leaning",5,3,2,6,4,6,1,1,7,1,6,6,3,3.83333333333333,2.5,5,3.5,4,3.5,4.5,1.294697,-0.22,0,2.282,0,0.1555,0,0,0.07775
"182","63d79c350c185ab8036d2a68",0.875650410089073,0.595,0.082,0.009,0.082,0.009,0.223,"Male",34,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,1.9,"left-leaning",1,6,7,7,7,7,1,5,6,6,7,7,7,6.08333333333333,6.5,7,4,5.5,6.5,7,0.6988837,0,-0.0575,1.053,0,0.1555,0.0729,0.36,0.1142
"183","63e52aac7a653a43be0247aa",0.658430627206082,0.502,0.192,0.068,0.006,0.179,0.051,"Male",34,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",3,6,6,3,5,6,5,5,4,5,7,4,5,5.08333333333333,6,4,5.5,4.5,6,4.5,1.294697,0,-0.0575,2.282,0,0,0,0.36,0
"184","63e538e14e8b1ae8b460d8bf",0.649303008070433,0.134,0.134,0.307,0.043,0.043,0.34,"Male",37,"> 45.001£","Further education",6,2.2,"left-leaning",1,7,7,7,5,7,1,7,7,7,7,7,7,6.33333333333333,7,6,4,7,7,7,0.1031,-0.33,-0.0575,1.234,0.2726,0,0.0729,0.9,0.03645
"185","63ea42db4a818f990ef95828",0.752454898378625,0.005,0.193,0.005,0.136,0.324,0.337,"Male",36,"> 45.001£","Higher education (Bachelor, Master, PhD)",5,5.7,"left-leaning",2,6,4,6,6,7,1,2,7,4,7,7,6,5.25,5,6,4,4.5,5.5,6.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0.6201,0,2.07,0.31005
"186","63ea95f2da4247bb899a1119",0.801130811112662,0.152,0.152,0.194,0.223,0.108,0.171,"Female",37,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.6,"left-leaning",4,6,4,4,2,6,3,3,6,6,6,6,4,4.66666666666667,5,3,4.5,4.5,6,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"187","63f77cac11a2ddb8e7276c44",0.256063983217517,0.137,0.093,0.022,0.324,0.137,0.286,"Female",62,"< 18.000£","Further education",4.25,5,"right-leaning",6,6,1,1,1,3,1,1,1,1,5,5,1,2.25,3.5,1,2,1,3,3,1.294697,0,-0.0575,1.431,0.2726,0,0,2.07,0
"188","6421c5ce0498d13b6d20419c",0.234439384081544,0.346,0.346,0.091,0.006,0.164,0.047,"Female",32,"23.001£ to 30.500£","Further education",5,4.1,"left-leaning",5,5,4,5,5,6,2,2,5,4,6,4,5,4.41666666666667,4.5,5,4,3.5,5,4.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"189","6480c46e98f143d5415295e1",0.799568965517242,0.392,0.033,0.033,0.245,0.033,0.264,"Male",62,"< 18.000£","Compulsory education",2.25,4.4,"right-leaning",6,4,1,4,4,6,1,1,3,5,7,5,4,3.75,2.5,4,3.5,2,6,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"190","64835b5840bc93bf8c400aeb",0.782736894379093,0.289,0.138,0.104,0.135,0.104,0.23,"Female",58,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.75,3.3,"right-leaning",6,6,5,6,6,6,3,6,6,6,6,6,6,5.66666666666667,5.5,6,4.5,6,6,6,1.294697,-0.22,-0.0575,1.234,1.0872,0,0,0,0
"191","64842953934f4be66c7f6fc2",0.854739297018158,0.289,0.152,0.192,0.014,0.192,0.161,"Female",54,"> 45.001£","Compulsory education",4.75,8.9,"left-leaning",5,6,4,3,4,4,3,5,2,4,6,2,4,3.91666666666667,5,3.5,3.5,3.5,5,3,1.294697,-0.22,-0.0575,3.16,1.0872,0,0,3.59,0
"192","64fb2212b9a3b757d0d70767",0.877943381250551,0.139,0.28,0.142,0.095,0.142,0.201,"Female",57,"30.501£ to 45.000£","Further education",6,1.6,"right-leaning",6,7,5,6,7,7,7,7,7,7,7,7,7,6.75,6,6.5,7,7,7,7,0.6988837,-0.33,-0.0575,1.053,0.2726,0,0,0,0
"193","651be6560ce8a69af588fb31",0.682650862068965,0.292,0.292,0.114,0.089,0.114,0.098,"Male",54,"> 45.001£","Further education",5,4.1,"right-leaning",6,7,1,6,2,5,2,1,5,2,4,6,6,3.91666666666667,4,4,3.5,3,3,6,0.6988837,0,-0.0575,2.282,1.0872,0,0.0729,0.36,0.03645
"194","651c11304182690d4a93ef00",0.781759250922841,0.327,0.114,0.206,0.046,0.153,0.154,"Male",62,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,2.4,"left-leaning",4,7,3,6,6,6,2,3,6,3,6,6,3,4.75,5,6,4,4.5,4.5,4.5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"195","652c3417a11e952e735149b6",0.443965517241379,0.107,0.033,0.213,0.318,0.033,0.296,"Female",44,"30.501£ to 45.000£","Further education",6,6.8,"right-leaning",10,5,5,7,1,7,1,2,1,2,5,3,2,3.41666666666667,5,4,4,1.5,3.5,2.5,0.6988837,-0.11,-0.0575,3.16,1.0872,0,0,2.07,0
"196","653bb95b0268ecbcadfb3c08",0.917849898580122,0.347,0.226,0.138,0.077,0.077,0.134,"Female",48,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.2,"left-leaning",4,7,2,4,6,7,2,5,7,5,7,6,6,5.33333333333333,4.5,5,4.5,6,6,6,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.36,0
