"","participant.label","(Intercept)","high.impact","low.impact","diff","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"64","5c93b062c9d93b0015fcbc02",2.27473603310965,0.63855205928894,0.696992931310957,-0.06,"Female",40,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3,"left-leaning",5,7,3,7,4,7,1,1,4,5,7,7,4,4.75,5,5.5,4,2.5,6,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"65","5caa0d17f1622b001256f767",2.09641400511761,0.409892485145089,0.543597435604625,-0.13,"Female",39,"< 18.000£","Compulsory education",5.75,6.8,"left-leaning",4,6,3,3,2,6,3,3,6,2,6,6,2,4,4.5,2.5,4.5,4.5,4,4,0.1031,-0.22,-0.0575,2.282,1.0872,0,0,3.59,0
"66","5cb001bac900f300128b3171",3.91469841225846,0.571799732133267,0.524088503071956,0.05,"Female",37,"< 18.000£","Further education",6,4.1,"right-leaning",6,4,5,5,3,7,2,7,5,5,7,5,7,5.16666666666667,4.5,4,4.5,6,6,6,1.294697,-0.44,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"67","5cb9051d43630e00018afa56",2.13788771961497,0.700008064537938,1.23128860210516,-0.53,"Male",42,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",1.75,10.1,"right-leaning",9,3,1,5,5,3,3,1,5,6,6,3,3,3.66666666666667,2,5,3,3,6,3,1.294697,-0.11,0,2.282,1.0872,1.11645,0.8755,3.59,0.995975
"68","5ccf4c5db46c7000170d7f5a",1.57810157761606,0.477558967721272,0.710583419107419,-0.23,"Female",22,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.5,7.3,"left-leaning",4,7,4,5,1,5,2,1,4,3,5,5,2,3.66666666666667,5.5,3,3.5,2.5,4,3.5,1.294697,-0.22,-0.0575,2.282,0,0.1555,0.2909,3.59,0.2232
"69","5cd01e707e84a20017fddc02",2.58444382158924,0.521981498705105,0.741221629987746,-0.22,"Female",66,"< 18.000£","Higher education (Bachelor, Master, PhD)",2.25,5,"right-leaning",6,7,3,3,1,5,1,1,4,5,7,7,3,3.91666666666667,5,2,3,2.5,6,5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.1142
"70","5ce046f0feca32001bf94033",3.82842671502465,0.70194303448809,0.824432267241596,-0.12,"Female",36,"< 18.000£","Compulsory education",6,3.8,"left-leaning",3,7,5,5,5,6,2,3,3,4,7,5,4,4.66666666666667,6,5,4,3,5.5,4.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"71","5cf62554ba314a001b11b8c4",2.6770637758656,0.468842318737779,0.442123616031291,0.03,"Female",51,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.9,"left-leaning",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
"72","5d31c201c88f0e001a4c3cb3",3.9394664668192,0.421267347331668,0.494619357740994,-0.07,"Male",62,"23.001£ to 30.500£","Compulsory education",2.75,3.3,"right-leaning",9,6,1,4,4,3,1,1,1,1,7,4,1,2.83333333333333,3.5,4,2,1,4,2.5,1.294697,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"73","5d380e7c0322fd0018f3f9cd",3.57762201448537,0.814189833369793,0.888846261378335,-0.07,"Female",30,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,5.4,"left-leaning",4,6,3,6,1,6,1,1,1,2,6,4,1,3.16666666666667,4.5,3.5,3.5,1,4,2.5,1.294697,-0.11,-0.0575,2.282,1.0872,0,0,0.9,0
"74","5d51c2618bdb8000193f36d2",2.52194975484096,0.434689582352441,0.463762670683557,-0.03,"Male",32,"> 45.001£","Further education",5,4.9,"left-leaning",5,6,1,2,2,6,1,1,1,2,5,4,1,2.66666666666667,3.5,2,3.5,1,3.5,2.5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
"75","5d531d67c208c0000167ff54",1.65287662491958,0.807655936491495,1.19999964098431,-0.39,"Female",56,"23.001£ to 30.500£","Further education",6,2.2,"right-leaning",6,7,4,4,7,7,4,3,7,5,7,7,7,5.75,5.5,5.5,5.5,5,6,7,0.1031,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"76","5d53bf0c2ebe880001a473d2",3.2664555518229,0.365984285879946,0.473778633749714,-0.11,"Female",41,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,7.4,"left-leaning",2,7,3,2,2,2,1,4,5,3,7,7,4,3.91666666666667,5,2,1.5,4.5,5,5.5,1.294697,-0.22,-0.0575,1.431,1.0872,0.1555,0.0729,3.59,0.1142
"77","5d5455ee69f96b00164f77c7",2.45987385513618,0.542421707364439,0.732156256293844,-0.19,"Female",38,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,1.7,"left-leaning",1,7,4,5,5,7,3,5,7,4,5,6,4,5.16666666666667,5.5,5,5,6,4.5,5,0.6988837,-0.11,-0.0575,1.053,0,0.1555,0,0.36,0.07775
"78","5d5ab7dd5c65830001b05441",1.93490235710198,0.895553716192765,1.22932120589481,-0.33,"Female",36,"23.001£ to 30.500£","Further education",4.75,4.1,"left-leaning",4,6,2,5,6,7,5,5,6,5,7,6,5,5.41666666666667,4,5.5,6,5.5,6,5.5,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0,0,0.07775
"79","5d753206869c8f0001b358dd",2.58069875279303,0.753511069473743,1.11577687518317,-0.36,"Female",39,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,1.5,"left-leaning",5,5,4,5,4,6,4,4,5,5,6,5,4,4.75,4.5,4.5,5,4.5,5.5,4.5,0.1031,-0.22,-0.0575,1.431,0.2726,0,0,0,0
"80","5d867e7268f35d00167729d4",1.64954708965326,0.950388699617566,1.3650891240334,-0.41,"Female",50,"23.001£ to 30.500£","Further education",5.25,11.1,"left-leaning",4,4,4,5,3,5,2,2,6,4,7,7,4,4.41666666666667,4,4,3.5,4,5.5,5.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,6.74,0
"81","5d8b8137604bb000150db6d9",3.97828498960816,0.715846474381668,0.716521687623213,0,"Male",19,"18.000£ to 23.000£","Compulsory education",3.75,3.6,"right-leaning",6,3,1,3,2,5,1,1,4,1,4,4,1,2.5,2,2.5,3,2.5,2.5,2.5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"82","5da9633472811e0014ed4256",3.48182661493092,0.686916527639759,0.809662246697791,-0.12,"Male",68,"< 18.000£","Further education",6,3.1,"left-leaning",5,6,6,6,6,7,4,4,5,7,7,7,6,5.91666666666667,6,6,5.5,4.5,7,6.5,0.1031,-0.33,-0.0575,2.282,1.0872,0,0,0,0
"83","5dc860e9dcc83f5d2d85ec67",3.371774653698,0.750674199694841,0.932490427280441,-0.18,"Female",41,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,3.3,"left-leaning",5,7,5,5,5,6,4,7,7,7,7,7,5,6,6,5,5,7,7,6,1.294697,-0.22,-0.0575,0.955,0.2726,0.1555,0,0.9,0.07775
"84","5de78a8e36d8257071f28d9f",1.85997321981023,0.888601996245975,1.283276495704,-0.39,"Male",59,"> 45.001£","Compulsory education",6,2.6,"right-leaning",6,7,5,5,6,7,2,2,6,4,7,7,7,5.41666666666667,6,5.5,4.5,4,5.5,7,1.294697,-0.11,-0.0575,1.053,0.2726,0.1555,0,0,0.07775
"85","5dee0f970fdb274ae30f0846",2.51128417197046,0.717336238192356,0.834591132437412,-0.12,"Male",51,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.75,3.3,"right-leaning",7,6,2,4,4,5,4,3,4,6,6,5,6,4.58333333333333,4,4,4.5,3.5,6,5.5,0.1031,-0.44,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"86","5e07b62f3ccda211e4485812",2.87640878962219,0.778499078848668,0.940605211602087,-0.16,"Female",54,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.6,"left-leaning",5,7,5,5,4,6,5,5,6,4,7,7,4,5.41666666666667,6,4.5,5.5,5.5,5.5,5.5,1.294697,-0.22,-0.0575,1.234,1.0872,0.1555,0.0729,0.36,0.1142
"87","5e0a2c6ca1f3612bc1edd2bc",2.10661468450981,0.81286072676825,1.04756520184821,-0.23,"Female",42,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,5.6,"left-leaning",5,7,4,4,2,7,4,5,6,4,6,4,4,4.75,5.5,3,5.5,5.5,5,4,0.6988837,-0.11,-0.0575,2.282,0.2726,0.1555,0.2909,2.07,0.2232
"88","5e16ef52a2c696c9ecf3c849",2.36475543265327,0.560700035172705,0.777412229006707,-0.22,"Male",57,"30.501£ to 45.000£","Compulsory education",2,6.3,"right-leaning",6,4,1,1,1,4,1,1,1,2,7,6,1,2.5,2.5,1,2.5,1,4.5,3.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,2.07,0
"89","5e206b02d63ca0000bc99207",2.8909241613287,0.537995693237192,0.317180458817823,0.22,"Female",34,"18.000£ to 23.000£","Further education",5.5,3.6,"left-leaning",3,7,5,7,7,7,1,1,7,7,7,7,7,5.83333333333333,6,7,4,4,7,7,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"90","5e3ec7559b43781188725eea",3.03651711354631,0.598552670544897,0.67133193237619,-0.07,"Female",32,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.75,4.5,"right-leaning",7,5,4,5,2,6,3,3,5,5,5,6,4,4.41666666666667,4.5,3.5,4.5,4,5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"91","5e510d0760dd0913e45370dc",1.40706622727978,0.705803590684087,1.01677941054742,-0.31,"Female",68,"< 18.000£","Compulsory education",6,3.7,"right-leaning",7,6,5,4,4,6,4,2,5,4,7,5,5,4.75,5.5,4,5,3.5,5.5,5,0.6988837,-0.44,-0.0575,2.282,0.2726,0,0,0.9,0
"92","5e67f9a00785170a0fc039b2",3.96335145085815,0.761325818628481,0.794093895492997,-0.03,"Male",45,"23.001£ to 30.500£","Further education",4,4.1,"left-leaning",5,7,3,2,1,7,1,1,3,6,6,6,2,3.75,5,1.5,4,2,6,4,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"93","5e766b0ba02ca51dfa1de797",2.64745814190721,0.794149448412279,0.931173781310613,-0.14,"Male",60,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,1.8,"left-leaning",5,5,7,7,7,7,1,4,2,4,7,7,7,5.41666666666667,6,7,4,3,5.5,7,0.6988837,-0.33,-0.0575,1.234,0.2726,0,0,0.36,0
"94","5e8f28c5d73dcd03c21314dc",3.09927262383625,0.920193028078426,1.28269664122012,-0.36,"Female",46,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",4,7,6,6,7,7,4,5,6,5,7,6,7,6.08333333333333,6.5,6.5,5.5,5.5,6,6.5,0.6988837,-0.33,-0.0575,2.282,0,0.6201,0.2909,0,0.4555
"95","5e9f0bc126557006ea49d1f4",3.5229315323332,0.185189975847438,0.28617040243275,-0.1,"Male",69,"> 45.001£","Higher education (Bachelor, Master, PhD)",1.75,2.3,"right-leaning",6,4,2,3,2,5,1,1,1,1,5,4,1,2.5,3,2.5,3,1,3,2.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0,0,0
"96","5ea051f6ef1e88000bbae035",1.43459156007511,0.540659650215191,0.819739748938985,-0.28,"Male",71,"< 18.000£","Compulsory education",2.25,5.5,"right-leaning",6,5,1,4,1,5,1,1,5,1,5,5,3,3.08333333333333,3,2.5,3,3,3,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"97","5ea31e2cfe333e274552c8d6",2.63117064901412,0.548525525582488,0.759866014393585,-0.21,"Female",73,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",4,3.7,"left-leaning",5,7,5,3,3,5,4,3,4,4,4,4,5,4.25,6,3,4.5,3.5,4,4.5,1.294697,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"98","5eaab7bc385332016e089dda",2.66764742709837,0.768919400657223,0.939873098406942,-0.17,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,4.8,"right-leaning",8,6,3,5,4,6,3,2,5,2,6,6,5,4.41666666666667,4.5,4.5,4.5,3.5,4,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0.1555,0,0.9,0.07775
"99","5eac2b53f9860926271f3436",2.27530829014138,0.510430851830168,0.699473964539347,-0.19,"Male",24,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,4.5,"right-leaning",6,7,1,6,3,7,3,4,5,5,6,6,6,4.91666666666667,4,4.5,5,4.5,5.5,6,1.294697,-0.22,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"100","5ead6fe25ed0c73fa418e825",1.977622672189,0.919278872657918,1.28861508595633,-0.37,"Female",35,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,2.2,"left-leaning",4,6,3,5,4,6,4,6,6,5,6,6,4,5.08333333333333,4.5,4.5,5,6,5.5,5,0.1031,-0.22,-0.0575,1.053,1.0872,0.1555,0.0729,0.36,0.1142
"101","5eaf0f7a12e7015e515672f5",2.75849789370176,0.513473761255859,0.601360871810014,-0.09,"Female",21,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,9.8,"left-leaning",5,7,3,4,1,2,1,1,2,3,5,4,1,2.83333333333333,5,2.5,1.5,1.5,4,2.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,6.74,0.1142
"102","5ebe6f716af68007472aff9a",1.22223921874333,0.43946429396895,0.650191369253179,-0.21,"Female",56,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,2.6,"left-leaning",4,7,2,7,5,7,4,4,7,6,7,7,6,5.75,4.5,6,5.5,5.5,6.5,6.5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"103","5ec28a6332a7510637436a57",2.06238369177786,0.5373567030427,0.527444551625152,0.01,"Female",48,"> 45.001£","Higher education (Bachelor, Master, PhD)",1,9.9,"right-leaning",7,6,1,1,1,3,1,1,2,1,6,4,1,2.33333333333333,3.5,1,2,1.5,3.5,2.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,6.74,0
"104","5ecae23b40dae00008174c32",2.2573066596667,0.932991400383923,1.27604140499797,-0.34,"Male",52,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,3.3,"right-leaning",7,7,3,4,3,6,5,2,3,7,7,5,5,4.75,5,3.5,5.5,2.5,7,5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"105","5ecb75a89b41896d3d07e48c",3.11103071730818,0.694301198134251,0.826842404713338,-0.13,"Female",29,"< 18.000£","Compulsory education",5.75,5,"right-leaning",8,5,2,3,5,6,1,1,3,5,6,6,6,4.08333333333333,3.5,4,3.5,2,5.5,6,0.6988837,-0.22,-0.0575,2.282,2.0414,0.1555,0.0729,0.36,0.1142
"106","5edac0f64bdac171a36a04fb",2.97485674737141,0.617487987914328,0.730259755840138,-0.11,"Male",30,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.75,3.6,"left-leaning",5,7,3,3,3,5,2,1,4,5,6,5,3,3.91666666666667,5,3,3.5,2.5,5.5,4,0.6988837,-0.44,-0.0575,2.282,1.0872,0,0,0.36,0
"107","5edec1fe543b8816c672b069",1.77880054551572,1.07831899490877,1.45794498946503,-0.38,"Male",29,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",3.75,3.1,"right-leaning",8,5,3,2,2,5,1,1,1,3,6,5,2,3,4,2,3,1,4.5,3.5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"108","5efa06a1126bfa7f11506169",2.08491735518734,0.870132756270134,1.33335742165116,-0.46,"Female",41,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.5,"left-leaning",3,7,5,7,6,7,2,5,6,6,6,6,5,5.66666666666667,6,6.5,4.5,5.5,6,5.5,0.6988837,-0.22,-0.0575,0.955,0.2726,0.1555,0.0729,3.59,0.1142
"109","5f19675f002f9a01e273dc57",2.48625730738167,0.917341030820311,1.28547283528944,-0.37,"Female",52,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,5.3,"left-leaning",3,7,4,4,1,4,5,5,5,6,7,6,6,5,5.5,2.5,4.5,5,6.5,6,1.294697,-0.44,-0.0575,2.282,0,0.1555,0,2.07,0.07775
"110","5f2b3239b986da551f26bec7",2.73664384087745,0.610070190573949,0.675206296238226,-0.07,"Male",33,"30.501£ to 45.000£","Further education",3.25,2,"right-leaning",6,6,3,2,1,5,1,1,1,1,6,6,1,2.83333333333333,4.5,1.5,3,1,3.5,3.5,0.6988837,0,-0.0575,1.053,0.2726,0,0,0,0
"111","5f4650bde0e1d7016717bb5e",2.22525192745019,0.626619588078854,0.845919063182593,-0.22,"Female",50,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,9.1,"left-leaning",4,7,4,7,2,6,2,2,2,5,7,6,3,4.41666666666667,5.5,4.5,4,2,6,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,1.11645,0,3.59,0.558225
"112","5f490578022f3f2d80b83975",1.50978214090852,0.781959811342847,1.09969020866954,-0.32,"Female",44,"< 18.000£","Further education",4,3.7,"left-leaning",4,7,1,5,3,6,1,1,7,1,7,7,1,3.91666666666667,4,4,3.5,4,4,4,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"113","5f4eae624562c70dbee13cd2",1.83317423403486,0.602479480432666,0.939425678854745,-0.34,"Female",58,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",4,7,4,6,6,7,5,6,7,5,7,7,6,6.08333333333333,5.5,6,6,6.5,6,6.5,0.1031,-0.33,-0.0575,1.431,0.2726,0.6201,0.0729,2.07,0.3465
"114","5f5a785cfbf1061461451d9a",1.67348144364062,0.693629081093873,0.999233195934303,-0.31,"Female",55,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.75,9.3,"right-leaning",6,7,3,4,1,5,1,1,7,6,7,7,1,4.16666666666667,5,2.5,3,4,6.5,4,0.6988837,0,-0.0575,2.282,0,1.8662,0.8755,3.59,1.37085
"115","5f70670e26f83062b8e73a09",2.80896978992284,0.308488217364604,0.245450011020426,0.06,"Female",57,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,2.7,"right-leaning",6,7,5,5,5,6,1,5,5,5,6,6,4,5,6,5,3.5,5,5.5,5,0.6988837,-0.11,-0.0575,1.053,1.0872,0,0,0,0
"116","5fa450d5cec1de08e31b8a58",2.98672219439677,0.949089847974453,1.15168278055918,-0.2,"Male",43,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",2.75,5.3,"left-leaning",5,5,1,4,3,4,1,1,2,1,5,4,1,2.66666666666667,3,3.5,2.5,1.5,3,2.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0.9,0
"117","5fac822590be0627d4f09b47",1.83010614231019,0.979560684739606,1.43842091144358,-0.46,"Female",26,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.9,"left-leaning",5,7,3,5,3,7,1,5,7,1,7,7,2,4.58333333333333,5,4,4,6,4,4.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,0.9,0.1142
"118","5fd4d10b2f970406fe63ad96",2.0796616087462,0.849883459778374,1.24708589668504,-0.4,"Male",59,"23.001£ to 30.500£","Compulsory education",5.5,2.6,"left-leaning",4,7,7,6,7,7,4,5,6,7,7,6,7,6.33333333333333,7,6.5,5.5,5.5,7,6.5,0.6988837,-0.33,-0.0575,2.282,0,0,0,0,0
"119","5fd7b5c1b6d6ef043967330c",3.57528026978068,0.740004581394525,0.84695101550947,-0.11,"Male",59,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.5,4.4,"right-leaning",7,6,1,2,2,2,2,1,2,2,5,5,4,2.83333333333333,3.5,2,2,1.5,3.5,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"120","6009aabebe921302cf083b53",2.41215923714968,0.732795695588393,0.920496600805955,-0.19,"Female",57,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.9,"left-leaning",3,7,6,6,6,7,5,5,7,5,7,7,4,6,6.5,6,6,6,6,5.5,1.294697,-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"121","600c415a8f1fb8334df20e2a",2.68591050111471,0.580707293284333,0.697211407488066,-0.12,"Male",34,"23.001£ to 30.500£","Further education",6,4.9,"left-leaning",3,6,5,6,6,7,2,4,7,2,7,7,4,5.25,5.5,6,4.5,5.5,4.5,5.5,0.6988837,0,-0.0575,2.282,1.0872,0,0,0.9,0
"122","600c50439b60d826f3052f7d",1.85305270573594,0.939719081317251,1.27954971226243,-0.34,"Female",36,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",2,5,6,6,5,6,3,6,7,4,7,6,5,5.5,5.5,5.5,4.5,6.5,5.5,5.5,1.294697,-0.11,-0.0575,1.053,1.0872,0,0,0.9,0
"123","6026b621a46afb3bc557fe0b",2.88998837422912,0.441916467525247,0.614153028945486,-0.17,"Female",32,"23.001£ to 30.500£","Further education",4.25,8.2,"left-leaning",5,4,5,4,4,4,4,3,4,4,4,4,3,3.91666666666667,4.5,4,4,3.5,4,3.5,0.1031,-0.11,-0.0575,2.282,3.27168,1.8662,0.8755,0.36,1.37085
"124","6033aebb7228c70967a3ab43",2.60890106265991,0.733918762543146,1.04317720096814,-0.31,"Male",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,7.3,"left-leaning",3,6,2,5,2,6,2,2,6,4,7,6,2,4.16666666666667,4,3.5,4,4,5.5,4,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"125","60358f36069759a81559481c",2.18513480060953,0.911428124769835,1.16242617852968,-0.25,"Female",25,"18.000£ to 23.000£","Further education",4.75,7.3,"left-leaning",1,6,6,4,1,5,2,2,5,5,7,5,5,4.41666666666667,6,2.5,3.5,3.5,6,5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"126","6043e7baeea596429e6dd9e3",2.5777847510566,0.807447024957248,1.07140059608592,-0.26,"Female",54,"< 18.000£","Compulsory education",3,3.7,"right-leaning",6,7,2,3,2,7,1,1,7,1,7,6,1,3.75,4.5,2.5,4,4,4,3.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,0,0.07775
"127","60455b1578f6f36a3e8ea81c",2.66337947121886,0.531752089064124,0.646616844522875,-0.11,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",5.75,4,"left-leaning",1,7,7,5,5,7,3,5,7,6,6,5,3,5.5,7,5,5,6,6,4,1.294697,-0.22,0,2.282,0,0.6201,0.0729,0,0.3465
"128","605c9274dc5f3a6bffa23b54",1.60573426396482,0.869908717256674,1.39082101872481,-0.52,"Female",30,"< 18.000£","Further education",5.25,3.1,"left-leaning",5,5,4,2,6,7,3,3,7,5,7,6,4,4.91666666666667,4.5,4,5,5,6,5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"129","6070388ecc8d1f63c6349b7b",1.82557674288902,0.50804493196564,0.811258908019765,-0.3,"Female",24,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.6,"left-leaning",1,6,1,4,3,6,1,3,6,1,7,6,1,3.75,3.5,3.5,3.5,4.5,4,3.5,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0.9,0
